ItemSheet name,EmployeeCode,Name,Date,Value,WFHcount,Month,SLcount,DayofWeek
Apr 2022,Atq -396,Karma Reeves,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -467,Esperanza Irwin,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -428,Ciara Allison,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -484,Demarcus Gordon,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -432,Ryann Guerrero,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -421,Rylee Mullins,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -452,Ayanna Atkins,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -367,Briley Orr,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -393,Emma Freeman,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -403,Will Mahoney,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -414,Titus Andersen,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -418,Marquis Wyatt,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -408,Nick Orozco,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -373,Isiah Small,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -418,Hillary Kirk,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -376,Dominique Benjamin,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -453,Nehemiah Diaz,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -443,Andrew Cummings,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -387,Konner Henson,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -385,Finnegan Gilbert,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -455,Caylee Meadows,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -470,Jovani Pope,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -374,Kaley Fitzpatrick,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -369,Greta Horton,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -372,Miley Combs,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -437,Dallas Weeks,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -458,Jessie Carrillo,06-04-22,P,0,Apr-22,0,Wed
Apr 2022,Atq -406,Thanos Thakur,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -462,Jarvis Singh,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -411,Nevaeh Waller,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -438,Mekhi Singleton,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -366,Peter Pandey,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -441,Loki Lal,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -436,Phoenix Brady,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -404,Ana Little,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -397,Grace Stone,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -335,Tori Shannon,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -443,Lyric Bartlett,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -419,Kaylah Schultz,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -467,Cason David,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -450,Miya Hampton,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -405,Sofia Solis,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -440,Mckayla Parker,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -335,Madelynn Gray,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -343,Myla Klein,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -334,Boston Morse,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -446,April Ayers,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -419,Faith Hamilton,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -393,Janelle Raymond,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -459,Iris Woodard,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -438,Miles Fields,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -423,Rodrigo Price,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -370,Ella Roth,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -433,Jayce Fuentes,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -375,Hailee Fitzpatrick,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -475,Rey Novak,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -368,Macie Callahan,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -468,Xiomara Ruiz,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -348,Weston Horton,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -435,Dean Mclaughlin,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -331,Jonah Hamilton,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -405,Chris Frye,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -475,London Kim,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -375,Kenley Marsh,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -456,Adriel Pace,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -385,Jase Ingram,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -484,Adyson Moyer,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -398,Salvatore Hendrix,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -412,Tucker Austin,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -472,Cristofer Bernard,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -396,Karma Reeves,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -467,Esperanza Irwin,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -428,Ciara Allison,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -484,Demarcus Gordon,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -432,Ryann Guerrero,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -421,Rylee Mullins,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -452,Ayanna Atkins,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -367,Briley Orr,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -393,Emma Freeman,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -403,Will Mahoney,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -414,Titus Andersen,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -418,Marquis Wyatt,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -408,Nick Orozco,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -373,Isiah Small,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -418,Hillary Kirk,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -376,Dominique Benjamin,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -453,Nehemiah Diaz,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -443,Andrew Cummings,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -387,Konner Henson,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -385,Finnegan Gilbert,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -455,Caylee Meadows,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -470,Jovani Pope,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -374,Kaley Fitzpatrick,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -372,Miley Combs,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -437,Dallas Weeks,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -400,Chad Macias,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -458,Jessie Carrillo,08-04-22,P,0,Apr-22,0,Fri
Apr 2022,Atq -406,Thanos Thakur,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -462,Jarvis Singh,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -411,Nevaeh Waller,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -438,Mekhi Singleton,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -366,Peter Pandey,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -441,Loki Lal,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -436,Phoenix Brady,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -404,Ana Little,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -397,Grace Stone,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -335,Tori Shannon,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -443,Lyric Bartlett,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -419,Kaylah Schultz,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -467,Cason David,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -450,Miya Hampton,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -405,Sofia Solis,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -440,Mckayla Parker,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -335,Madelynn Gray,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -343,Myla Klein,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -334,Boston Morse,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -446,April Ayers,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -419,Faith Hamilton,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -393,Janelle Raymond,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -459,Iris Woodard,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -349,Trystan Ortega,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -438,Miles Fields,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -423,Rodrigo Price,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -370,Ella Roth,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -433,Jayce Fuentes,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -375,Hailee Fitzpatrick,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -475,Rey Novak,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -468,Xiomara Ruiz,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -348,Weston Horton,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -435,Dean Mclaughlin,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -331,Jonah Hamilton,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -405,Chris Frye,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -475,London Kim,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -375,Kenley Marsh,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -456,Adriel Pace,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -385,Jase Ingram,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -484,Adyson Moyer,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -398,Salvatore Hendrix,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -412,Tucker Austin,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -472,Cristofer Bernard,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -396,Karma Reeves,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -467,Esperanza Irwin,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -428,Ciara Allison,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -432,Ryann Guerrero,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -421,Rylee Mullins,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -452,Ayanna Atkins,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -367,Briley Orr,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -403,Will Mahoney,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -414,Titus Andersen,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -418,Marquis Wyatt,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -408,Nick Orozco,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -373,Isiah Small,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -418,Hillary Kirk,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -376,Dominique Benjamin,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -453,Nehemiah Diaz,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -461,Josh Sharp,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -443,Andrew Cummings,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -387,Konner Henson,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -385,Finnegan Gilbert,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -455,Caylee Meadows,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -470,Jovani Pope,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -374,Kaley Fitzpatrick,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -369,Greta Horton,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -372,Miley Combs,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -437,Dallas Weeks,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -400,Chad Macias,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -458,Jessie Carrillo,12-04-22,P,0,Apr-22,0,Tue
Apr 2022,Atq -406,Thanos Thakur,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -462,Jarvis Singh,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -411,Nevaeh Waller,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -398,Bo Cordova,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -438,Mekhi Singleton,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -366,Peter Pandey,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -441,Loki Lal,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -404,Ana Little,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -397,Grace Stone,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -335,Tori Shannon,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -443,Lyric Bartlett,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -419,Kaylah Schultz,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -467,Cason David,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -450,Miya Hampton,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -405,Sofia Solis,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -440,Mckayla Parker,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -343,Myla Klein,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -334,Boston Morse,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -446,April Ayers,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -419,Faith Hamilton,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -459,Iris Woodard,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -349,Trystan Ortega,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -438,Miles Fields,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -423,Rodrigo Price,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -370,Ella Roth,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -433,Jayce Fuentes,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -375,Hailee Fitzpatrick,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -475,Rey Novak,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -368,Macie Callahan,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -468,Xiomara Ruiz,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -348,Weston Horton,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -435,Dean Mclaughlin,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -331,Jonah Hamilton,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -405,Chris Frye,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -475,London Kim,18-04-22,P,0,Apr-22,0,Mon
Apr 2022,Atq -375,Kenley Marsh,18-04-22,P,0,Apr-22,0,Mon
